user_id,date_listened,sessions,minutes_listened,songs_streamed,playlists_created
user_202,2025-12-13,0,15.1,5,0
user_202,2025-12-14,1,22.9,5,1
user_202,2025-12-15,1,19.6,5,0
user_202,2025-12-16,2,27.9,3,0
user_202,2025-12-17,2,21.8,1,0
user_202,2025-12-18,1,17.9,6,0
user_202,2025-12-19,1,25.1,0,0
user_202,2025-12-20,0,13,3,0
user_202,2025-12-21,0,31.8,2,1
user_202,2025-12-22,0,24.2,9,0
user_202,2025-12-23,0,13.2,6,0
user_202,2025-12-24,0,13.2,0,0
user_202,2025-12-25,1,8.7,3,1
user_202,2025-12-26,1,7.3,4,0
user_202,2025-12-27,2,21.1,8,0
user_202,2025-12-28,0,20.3,1,0
user_202,2025-12-29,1,9.2,1,0
user_202,2025-12-30,0,12.3,0,0
user_203,2025-11-01,1,38.6,12,0
user_203,2025-11-02,0,32.4,9,0
user_203,2025-11-03,0,43.8,9,1
user_203,2025-11-04,1,43.8,8,0
user_203,2025-11-05,1,35.4,9,1
user_203,2025-11-06,1,39.3,8,0
user_203,2025-11-07,1,42.3,9,0
user_203,2025-11-08,2,43.1,8,0
user_203,2025-11-09,2,38.4,8,0
user_203,2025-11-10,3,38.5,5,0
user_203,2025-11-11,0,42.9,9,0
user_203,2025-11-12,3,34.1,9,1
user_203,2025-11-13,0,32.9,11,0
user_203,2025-11-14,0,47.6,12,0
user_203,2025-11-15,0,44,12,0
user_203,2025-11-16,2,47.2,12,0
user_203,2025-11-17,1,51,13,0
user_203,2025-11-18,1,48.7,9,0
user_203,2025-11-19,3,38.6,9,0
user_203,2025-11-20,0,41.3,8,0
user_203,2025-11-21,2,42.3,10,1
user_203,2025-11-22,2,39,6,0
user_203,2025-11-23,1,37.7,9,0
user_203,2025-11-24,2,40.1,9,0
user_203,2025-11-25,1,46.3,8,1
user_203,2025-11-26,1,45.8,7,1
user_203,2025-11-27,0,41.3,9,1
user_203,2025-11-28,0,36.6,3,0
user_203,2025-11-29,3,15.3,5,1
user_203,2025-11-30,1,31.5,3,0
user_203,2025-12-01,2,28.9,6,0
user_203,2025-12-02,0,31.9,5,0
user_203,2025-12-03,1,25.4,6,0
user_203,2025-12-04,0,19.8,1,0
user_203,2025-12-05,1,11.7,4,0
user_203,2025-12-06,1,21.8,4,0
user_203,2025-12-07,1,21.9,7,0
user_203,2025-12-08,0,22.5,2,0
user_203,2025-12-09,0,19.2,6,0
user_203,2025-12-10,0,23.8,5,0
user_203,2025-12-11,0,24.9,3,0
user_203,2025-12-12,2,15.9,4,0
user_203,2025-12-13,0,14,7,0
user_203,2025-12-14,1,20.2,4,0
user_203,2025-12-15,1,19,3,0
user_203,2025-12-16,0,16,5,0
user_203,2025-12-17,0,16.5,3,0
user_203,2025-12-18,0,22.8,3,0
user_203,2025-12-19,1,23.4,2,0
user_203,2025-12-20,0,13.5,6,0
user_203,2025-12-21,1,8.2,0,0
user_203,2025-12-22,0,23.1,6,1
user_203,2025-12-23,1,16.6,4,0
user_203,2025-12-24,0,10.3,1,0
user_203,2025-12-25,0,15.4,1,0
user_203,2025-12-26,0,10.9,3,0
user_203,2025-12-27,0,9.6,5,0
user_203,2025-12-28,0,17.4,4,0
user_203,2025-12-29,0,20,4,0
user_203,2025-12-30,1,11.1,2,0
user_204,2025-11-01,3,35,11,0
user_204,2025-11-02,1,47.8,12,0
user_204,2025-11-03,0,41.5,6,0
user_204,2025-11-04,2,32.2,8,0
user_204,2025-11-05,1,49.4,4,0
user_204,2025-11-06,0,37.8,10,0
user_204,2025-11-07,2,45.9,10,0
user_204,2025-11-08,0,34.5,9,0
user_204,2025-11-09,3,37.6,3,0
user_204,2025-11-10,1,40.2,3,0
user_204,2025-11-11,0,38,4,0
user_204,2025-11-12,1,34.7,11,0
user_204,2025-11-13,2,35.5,8,0
user_204,2025-11-14,1,41.1,7,0
user_204,2025-11-15,3,52.7,11,0
user_204,2025-11-16,1,48.4,10,0
user_204,2025-11-17,1,45.4,10,0
user_204,2025-11-18,2,45.9,13,1
user_204,2025-11-19,1,45.4,11,0
user_204,2025-11-20,1,44.9,8,0
user_204,2025-11-21,1,52.5,7,0
user_204,2025-11-22,3,34,5,0
user_204,2025-11-23,1,38.8,10,0
user_204,2025-11-24,1,40.4,8,0
user_204,2025-11-25,3,44.1,5,1
user_204,2025-11-26,0,40.2,2,1
user_204,2025-11-27,2,45,5,0
user_204,2025-11-28,2,48.2,9,0
user_204,2025-11-29,1,32.9,9,0
user_204,2025-11-30,0,28.3,6,0
user_204,2025-12-01,1,35.4,5,0
user_204,2025-12-02,0,27.4,7,1
user_204,2025-12-03,2,29.6,5,0
user_204,2025-12-04,1,24.4,5,0
user_204,2025-12-05,1,31.1,6,0
user_204,2025-12-06,0,25.8,5,0
user_204,2025-12-07,1,25.6,4,0
user_204,2025-12-08,0,19.9,4,0
user_204,2025-12-09,0,20.6,6,0
user_204,2025-12-10,0,25.9,3,0
user_204,2025-12-11,0,24.9,3,0
user_204,2025-12-12,0,5.6,5,0
user_204,2025-12-13,0,30.2,3,0
user_204,2025-12-14,2,18,5,0
user_204,2025-12-15,0,21.9,5,0
user_204,2025-12-16,1,17.6,2,0
user_204,2025-12-17,0,15.8,7,0
user_204,2025-12-18,3,19.2,4,0
user_204,2025-12-19,0,17.5,3,0
user_204,2025-12-20,0,13.6,3,0
user_204,2025-12-21,0,10.9,7,0
user_204,2025-12-22,0,15.7,2,0
user_204,2025-12-23,0,13,2,0
user_204,2025-12-24,0,24.8,6,0
user_204,2025-12-25,0,8.8,4,0
user_204,2025-12-26,1,21.6,3,0
user_204,2025-12-27,0,18,4,0
user_204,2025-12-28,0,18,1,0
user_204,2025-12-29,0,19.8,1,0
user_204,2025-12-30,0,12.2,1,0
user_205,2025-11-01,3,32.7,5,0
user_205,2025-11-02,0,31.4,5,0
user_205,2025-11-03,1,43.9,5,0
user_205,2025-11-04,2,31,7,0
user_205,2025-11-05,0,25.5,8,0
user_205,2025-11-06,0,27.7,5,0
user_205,2025-11-07,2,30.5,9,0
user_205,2025-11-08,2,35.3,9,0
user_205,2025-11-09,2,27.4,8,0
user_205,2025-11-10,3,41.6,5,0
user_205,2025-11-11,1,17,6,0
user_205,2025-11-12,3,31.9,8,0
user_205,2025-11-13,0,23.2,8,0
user_205,2025-11-14,2,29.2,7,1
user_205,2025-11-15,1,25.9,6,0
user_205,2025-11-16,1,27.3,6,0
user_205,2025-11-17,0,23,6,0
user_205,2025-11-18,0,20.2,5,0
user_205,2025-11-19,1,21.4,4,0
user_205,2025-11-20,1,19.2,8,1
user_205,2025-11-21,0,26.2,7,0
user_205,2025-11-22,0,23.8,6,0
user_205,2025-11-23,1,24,6,0
user_205,2025-11-24,0,19.2,6,0
user_205,2025-11-25,0,21.6,3,0
user_205,2025-11-26,2,20,5,0
user_205,2025-11-27,0,20.7,4,0
user_205,2025-11-28,2,21.6,8,0
user_205,2025-11-29,0,21.3,2,0
user_205,2025-11-30,3,22.4,5,0
user_205,2025-12-01,0,19.8,4,0
user_205,2025-12-02,0,21.2,1,0
user_205,2025-12-03,0,21.2,3,0
user_205,2025-12-04,0,21.3,3,0
user_205,2025-12-05,0,26.6,4,0
user_205,2025-12-06,1,13.7,0,1
user_205,2025-12-07,3,16.1,4,0
user_205,2025-12-08,0,13.8,0,0
user_205,2025-12-09,1,14.3,6,0
user_205,2025-12-10,1,20.3,3,0
user_205,2025-12-11,0,11.9,1,0
user_205,2025-12-12,0,16.1,3,0
user_205,2025-12-13,0,14.8,0,0
user_205,2025-12-14,0,14.5,4,0
user_205,2025-12-15,0,25.8,3,0
user_205,2025-12-16,0,14.9,0,0
user_205,2025-12-17,0,1.4,4,0
user_205,2025-12-18,1,3.6,5,0
user_205,2025-12-19,0,18.4,4,0
user_205,2025-12-20,0,13.5,6,1
user_205,2025-12-21,0,10,0,0
user_205,2025-12-22,0,11.3,0,0
user_205,2025-12-23,0,18.7,1,0
user_205,2025-12-24,1,4.8,3,0
user_205,2025-12-25,0,12.7,6,0
user_205,2025-12-26,1,6.3,0,0
user_205,2025-12-27,2,2,0,0
user_205,2025-12-28,0,8.7,0,0
user_205,2025-12-29,0,12.6,4,0
user_205,2025-12-30,0,15.3,4,0
user_206,2025-11-01,1,39.9,5,0
user_206,2025-11-02,0,48.6,10,0
user_206,2025-11-03,0,39.1,12,0
user_206,2025-11-04,3,42.4,8,0
user_206,2025-11-05,1,32.4,9,0
user_206,2025-11-06,1,38.6,10,0
user_206,2025-11-07,1,26.6,8,0
user_206,2025-11-08,0,36.6,11,0
user_206,2025-11-09,2,42.6,9,0
user_206,2025-11-10,1,41.7,8,0
user_206,2025-11-11,2,30.2,4,0
user_206,2025-11-12,0,32,8,0
user_206,2025-11-13,1,41.9,7,0
user_206,2025-11-14,0,39,9,0
user_206,2025-11-15,3,36.8,6,0
user_206,2025-11-16,1,48.8,11,1
user_206,2025-11-17,2,56.4,11,0
user_206,2025-11-18,2,51,9,0
user_206,2025-11-19,1,50.9,5,0
user_206,2025-11-20,1,50,13,1
user_206,2025-11-21,0,45.3,7,0
user_206,2025-11-22,1,56.2,9,0
user_206,2025-11-23,2,47.5,8,0
user_206,2025-11-24,1,38.4,9,0
user_206,2025-11-25,4,41,9,0
user_206,2025-11-26,2,37.8,8,0
user_206,2025-11-27,2,44.8,9,0
user_206,2025-11-28,3,45.2,9,0
user_206,2025-11-29,0,44.5,8,0
user_206,2025-11-30,0,36.6,9,0
user_206,2025-12-01,0,26.6,5,0
user_206,2025-12-02,0,25.9,8,0
user_206,2025-12-03,0,25.5,5,0
user_206,2025-12-04,0,23.4,6,0
user_206,2025-12-05,1,19.6,6,0
user_206,2025-12-06,1,24.8,6,0
user_206,2025-12-07,1,27.3,5,0
user_206,2025-12-08,2,21.2,6,0
user_206,2025-12-09,1,17.1,4,0
user_206,2025-12-10,1,24.6,4,0
user_206,2025-12-11,1,17.8,2,0
user_206,2025-12-12,1,13.9,6,0
user_206,2025-12-13,0,18,5,0
user_206,2025-12-14,2,25.9,4,0
user_206,2025-12-15,1,21.6,6,1
user_206,2025-12-16,0,27.1,4,0
user_206,2025-12-17,0,22.4,6,0
user_206,2025-12-18,0,22.6,4,0
user_206,2025-12-19,1,13.9,3,0
user_206,2025-12-20,1,19.8,2,0
user_206,2025-12-21,0,9.3,4,0
user_206,2025-12-22,0,11.6,7,0
user_206,2025-12-23,0,15.7,2,0
user_206,2025-12-24,0,8.4,2,1
user_206,2025-12-25,1,13.3,5,0
user_206,2025-12-26,1,12.2,5,0
user_206,2025-12-27,0,15.6,2,0
user_206,2025-12-28,0,15.2,4,0
user_206,2025-12-29,0,16.1,3,0
user_206,2025-12-30,0,6.4,2,1
user_207,2025-11-01,1,42.4,8,0
user_207,2025-11-02,1,39.4,8,0
user_207,2025-11-03,5,36,9,0
user_207,2025-11-04,2,37.6,4,0
user_207,2025-11-05,1,46.5,8,0
user_207,2025-11-06,1,36.7,6,0
user_207,2025-11-07,0,33.5,11,0
user_207,2025-11-08,1,43.1,9,0
user_207,2025-11-09,2,42.2,10,1
user_207,2025-11-10,3,31.5,10,0
user_207,2025-11-11,2,36.4,5,0
user_207,2025-11-12,0,42.1,5,0
user_207,2025-11-13,2,21.8,7,0
user_207,2025-11-14,0,24.7,7,0
user_207,2025-11-15,1,38.9,7,0
user_207,2025-11-16,1,39.7,6,0
user_207,2025-11-17,1,28.3,7,0
user_207,2025-11-18,2,24.9,5,0
user_207,2025-11-19,2,35.5,11,0
user_207,2025-11-20,0,27.3,8,0
user_207,2025-11-21,0,32,8,0
user_207,2025-11-22,2,30.8,5,0
user_207,2025-11-23,0,31.5,7,1
user_207,2025-11-24,0,21.5,7,0
user_207,2025-11-25,0,22.8,5,0
user_207,2025-11-26,0,17.7,5,0
user_207,2025-11-27,1,27.9,5,0
user_207,2025-11-28,0,28.6,4,0
user_207,2025-11-29,2,18.7,8,0
user_207,2025-11-30,1,22.9,7,0
user_207,2025-12-01,0,31.2,6,0
user_207,2025-12-02,0,20.8,4,0
user_207,2025-12-03,1,21.5,2,0
user_207,2025-12-04,0,16.7,3,0
user_207,2025-12-05,1,23.8,2,0
user_207,2025-12-06,1,20.5,5,0
user_207,2025-12-07,0,28.7,2,0
user_207,2025-12-08,0,20.6,2,0
user_207,2025-12-09,1,23.3,7,0
user_207,2025-12-10,0,15.4,5,0
user_207,2025-12-11,0,20.3,7,0
user_207,2025-12-12,0,26.4,2,0
user_207,2025-12-13,1,15.7,5,0
user_207,2025-12-14,0,23.4,2,0
user_207,2025-12-15,0,12.7,2,0
user_207,2025-12-16,0,21.2,4,0
user_207,2025-12-17,2,13.6,0,0
user_207,2025-12-18,1,18.9,4,0
user_207,2025-12-19,1,18.5,3,0
user_207,2025-12-20,1,20.3,0,0
user_207,2025-12-21,0,18,2,0
user_207,2025-12-22,0,19,2,0
user_207,2025-12-23,0,8.5,4,0
user_207,2025-12-24,2,18.4,0,0
user_207,2025-12-25,0,12.4,2,0
user_207,2025-12-26,1,15.1,4,0
user_207,2025-12-27,1,18.5,3,0
user_207,2025-12-28,0,16,3,1
user_207,2025-12-29,1,12.9,5,0
user_207,2025-12-30,0,7.4,4,0
user_208,2025-11-01,1,42.6,13,0
user_208,2025-11-02,1,47.5,9,0
user_208,2025-11-03,3,40,8,0
user_208,2025-11-04,2,38.6,11,0
user_208,2025-11-05,0,47.1,10,0
user_208,2025-11-06,1,36.5,7,0
user_208,2025-11-07,2,43.5,7,0
user_208,2025-11-08,1,41.1,5,0
user_208,2025-11-09,2,38.3,5,0
user_208,2025-11-10,0,38.4,9,0
user_208,2025-11-11,1,44.4,6,1
user_208,2025-11-12,1,36.3,7,0
user_208,2025-11-13,0,46.7,6,0
user_208,2025-11-14,1,39.7,8,0
user_208,2025-11-15,3,43.3,10,0
user_208,2025-11-16,2,29.9,9,0
user_208,2025-11-17,4,33.2,5,0
user_208,2025-11-18,1,29.6,8,0
user_208,2025-11-19,2,31.2,8,0
user_208,2025-11-20,0,38.3,6,0
user_208,2025-11-21,1,36.5,5,0
user_208,2025-11-22,0,27.6,7,0
user_208,2025-11-23,0,25.6,6,0
user_208,2025-11-24,2,23.7,5,0
user_208,2025-11-25,0,26.3,7,0
user_208,2025-11-26,1,23.8,4,0
user_208,2025-11-27,1,30.4,4,0
user_208,2025-11-28,3,31.7,4,0
user_208,2025-11-29,0,24,8,0
user_208,2025-11-30,1,34.7,9,0
user_208,2025-12-01,0,27,0,0
user_208,2025-12-02,1,26.5,4,0
user_208,2025-12-03,0,23.1,7,0
user_208,2025-12-04,1,25.8,5,0
user_208,2025-12-05,1,19.6,0,0
user_208,2025-12-06,1,25.2,7,1
user_208,2025-12-07,0,19.7,2,0
user_208,2025-12-08,0,31.9,3,0
user_208,2025-12-09,2,18.8,7,0
user_208,2025-12-10,1,19.2,4,1
user_208,2025-12-11,0,17.6,3,0
user_208,2025-12-12,2,24.6,3,0
user_208,2025-12-13,0,14.8,2,0
user_208,2025-12-14,1,14.2,4,0
user_208,2025-12-15,0,19,5,0
user_208,2025-12-16,0,13.6,0,1
user_208,2025-12-17,0,18.7,2,0
user_208,2025-12-18,2,14.9,7,0
user_208,2025-12-19,0,13,3,0
user_208,2025-12-20,0,17,4,0
user_208,2025-12-21,1,14.8,3,0
user_208,2025-12-22,0,18.1,4,0
user_208,2025-12-23,1,6.3,6,0
user_208,2025-12-24,2,10.3,3,0
user_208,2025-12-25,0,16.9,0,0
user_208,2025-12-26,1,11.1,5,0
user_208,2025-12-27,0,8.6,7,0
user_208,2025-12-28,0,16.6,2,0
user_208,2025-12-29,1,19.7,3,0
user_208,2025-12-30,0,16.4,0,0
user_209,2025-11-01,1,40.7,8,0
user_209,2025-11-02,2,48.4,7,0
user_209,2025-11-03,2,36.4,11,0
user_209,2025-11-04,2,46.2,11,0
user_209,2025-11-05,4,44.1,7,0
user_209,2025-11-06,0,37.3,6,0
user_209,2025-11-07,5,31,10,0
user_209,2025-11-08,0,48.7,3,1
user_209,2025-11-09,0,38.8,4,0
user_209,2025-11-10,2,31.1,10,0
user_209,2025-11-11,0,25.4,9,0
user_209,2025-11-12,0,35.6,4,0
user_209,2025-11-13,2,33.4,5,0
user_209,2025-11-14,0,39.9,6,0
user_209,2025-11-15,3,42.9,8,0
user_209,2025-11-16,1,34.1,6,0
user_209,2025-11-17,1,36.2,9,0
user_209,2025-11-18,2,29.7,8,0
user_209,2025-11-19,2,36.4,4,0
user_209,2025-11-20,0,27,7,0
user_209,2025-11-21,1,25,6,0
user_209,2025-11-22,1,34.1,5,0
user_209,2025-11-23,1,26.6,9,0
user_209,2025-11-24,1,25.8,3,0
user_209,2025-11-25,1,31,7,0
user_209,2025-11-26,0,35.1,4,0
user_209,2025-11-27,2,24,8,0
user_209,2025-11-28,1,29.8,5,1
user_209,2025-11-29,0,35.2,2,0
user_209,2025-11-30,0,18.5,3,0
user_209,2025-12-01,3,26.6,5,0
user_209,2025-12-02,2,24.4,5,0
user_209,2025-12-03,0,24.4,2,0
user_209,2025-12-04,0,21.6,5,0
user_209,2025-12-05,0,26,6,0
user_209,2025-12-06,1,21.7,6,0
user_209,2025-12-07,2,20,5,0
user_209,2025-12-08,1,12.1,8,0
user_209,2025-12-09,2,17.1,5,0
user_209,2025-12-10,1,24.2,2,0
user_209,2025-12-11,2,13.5,3,0
user_209,2025-12-12,1,20.2,5,0
user_209,2025-12-13,1,19.1,7,0
user_209,2025-12-14,0,24,2,0
user_209,2025-12-15,0,22.2,3,0
user_209,2025-12-16,1,21.8,3,0
user_209,2025-12-17,1,13.1,5,0
user_209,2025-12-18,0,13.7,7,0
user_209,2025-12-19,0,12.9,2,0
user_209,2025-12-20,0,17.9,0,0
user_209,2025-12-21,1,20.5,3,0
user_209,2025-12-22,0,14.4,2,0
user_209,2025-12-23,1,15.6,5,0
user_209,2025-12-24,0,23.7,5,0
user_209,2025-12-25,1,8.8,2,0
user_209,2025-12-26,0,21.1,2,0
user_209,2025-12-27,0,15,3,0
user_209,2025-12-28,1,9.4,0,0
user_209,2025-12-29,1,9.8,5,0
user_209,2025-12-30,0,9.3,4,1
user_210,2025-11-01,0,38.7,5,0
user_210,2025-11-02,1,37.6,7,0
user_210,2025-11-03,1,34.9,11,0
user_210,2025-11-04,2,41.5,8,0
user_210,2025-11-05,2,38.6,6,0
user_210,2025-11-06,0,38.4,6,0
user_210,2025-11-07,0,26.5,5,0
user_210,2025-11-08,0,29.4,8,0
user_210,2025-11-09,2,37.4,7,0
user_210,2025-11-10,0,39.7,2,0
user_210,2025-11-11,1,29,7,0
user_210,2025-11-12,0,22.8,3,0
user_210,2025-11-13,3,22.7,5,0
user_210,2025-11-14,1,22.8,5,1
user_210,2025-11-15,0,16.3,5,0
user_210,2025-11-16,1,21.6,3,0
user_210,2025-11-17,1,34.4,7,0
user_210,2025-11-18,1,15,4,0
user_210,2025-11-19,1,29.5,6,0
user_210,2025-11-20,0,21.3,2,0
user_210,2025-11-21,0,25.4,4,0
user_210,2025-11-22,1,18.5,2,0
user_210,2025-11-23,1,25.5,8,0
user_210,2025-11-24,0,26.5,4,0
user_210,2025-11-25,1,27.6,7,0
user_210,2025-11-26,0,16.4,1,0
user_210,2025-11-27,1,19.8,4,0
user_210,2025-11-28,0,16.2,5,0
user_210,2025-11-29,0,20.5,6,0
user_210,2025-11-30,1,21.6,4,0
user_210,2025-12-01,0,14.3,2,0
user_210,2025-12-02,1,12.2,2,0
user_210,2025-12-03,1,20.6,4,0
user_210,2025-12-04,0,15.4,4,0
user_210,2025-12-05,2,16.1,1,0
user_210,2025-12-06,0,14.2,0,0
user_210,2025-12-07,0,20.7,0,0
user_210,2025-12-08,0,12.9,2,0
user_210,2025-12-09,1,15.1,3,0
user_210,2025-12-10,0,16.2,2,0
user_210,2025-12-11,0,16.3,2,0
user_210,2025-12-12,1,17.5,3,0
user_210,2025-12-13,1,17,8,0
user_210,2025-12-14,0,12,0,0
user_210,2025-12-15,1,6.2,4,0
user_210,2025-12-16,1,17.6,1,0
user_210,2025-12-17,1,18.1,4,0
user_210,2025-12-18,1,13.1,5,0
user_210,2025-12-19,0,11.8,3,0
user_210,2025-12-20,0,8.3,0,0
user_210,2025-12-21,0,11.2,4,0
user_210,2025-12-22,0,15.4,4,0
user_210,2025-12-23,0,10.8,4,0
user_210,2025-12-24,0,11.4,0,0
user_210,2025-12-25,0,7,0,0
user_210,2025-12-26,0,8.1,2,0
user_210,2025-12-27,1,11.5,2,0
user_210,2025-12-28,1,9.9,2,0
user_210,2025-12-29,0,9.5,3,0
user_210,2025-12-30,1,12.3,0,0
user_211,2025-11-01,1,47.2,8,1
user_211,2025-11-02,1,50.2,10,0
user_211,2025-11-03,1,44.5,10,1
user_211,2025-11-04,2,47,11,0
user_211,2025-11-05,1,47.7,9,0
user_211,2025-11-06,2,57,12,0
user_211,2025-11-07,2,39.7,12,0
user_211,2025-11-08,0,38.5,10,0
user_211,2025-11-09,2,37.7,11,0
user_211,2025-11-10,2,34.1,8,0
user_211,2025-11-11,4,23.8,6,0
user_211,2025-11-12,0,34.4,7,0
user_211,2025-11-13,1,25.8,6,0
user_211,2025-11-14,0,35.4,6,0
user_211,2025-11-15,1,30.7,6,0
user_211,2025-11-16,0,50.6,5,0
user_211,2025-11-17,0,33.9,7,0
user_211,2025-11-18,0,30.4,9,0
user_211,2025-11-19,1,38.2,3,0
user_211,2025-11-20,2,36.1,8,0
user_211,2025-11-21,3,23,4,0
user_211,2025-11-22,0,29.4,2,0
user_211,2025-11-23,2,31.1,5,0
user_211,2025-11-24,1,28.5,4,0
user_211,2025-11-25,0,22.4,4,0
user_211,2025-11-26,1,25.3,5,0
user_211,2025-11-27,0,35.1,5,0
user_211,2025-11-28,1,16.1,6,0
user_211,2025-11-29,0,28.3,3,0
user_211,2025-11-30,1,32,6,0
user_211,2025-12-01,1,20.6,6,0
user_211,2025-12-02,0,15.5,3,0
user_211,2025-12-03,1,10.4,4,0
user_211,2025-12-04,0,25.9,6,0
user_211,2025-12-05,3,38,7,0
user_211,2025-12-06,1,18.7,3,0
user_211,2025-12-07,0,9.4,8,0
user_211,2025-12-08,1,24,3,0
user_211,2025-12-09,0,19.3,3,0
user_211,2025-12-10,2,22.5,1,0
user_211,2025-12-11,1,6.7,7,0
user_211,2025-12-12,0,11.1,2,0
user_211,2025-12-13,0,14.8,6,0
user_211,2025-12-14,2,10.7,6,0
user_211,2025-12-15,0,19.8,6,0
user_211,2025-12-16,2,22.8,3,0
user_211,2025-12-17,0,21.9,4,0
user_211,2025-12-18,1,24.2,5,0
user_211,2025-12-19,0,23.5,3,0
user_211,2025-12-20,0,21.6,4,0
user_211,2025-12-21,0,18.1,4,0
user_211,2025-12-22,1,16.5,6,0
user_211,2025-12-23,1,13.6,1,0
user_211,2025-12-24,0,8.9,1,0
user_211,2025-12-25,0,19.3,6,0
user_211,2025-12-26,0,5,0,0
user_211,2025-12-27,0,20.7,1,0
user_211,2025-12-28,0,18.8,6,0
user_211,2025-12-29,1,13.1,2,0
user_211,2025-12-30,0,18.3,3,0
user_212,2025-11-01,0,21.7,6,0
user_212,2025-11-02,1,30.8,6,0
user_212,2025-11-03,1,22,6,1
user_212,2025-11-04,1,28.6,6,0
user_212,2025-11-05,2,24.8,7,0
user_212,2025-11-06,0,32.9,4,0
user_212,2025-11-07,0,29.1,6,0
user_212,2025-11-08,0,22.8,4,0
user_212,2025-11-09,2,22.2,6,0
user_212,2025-11-10,1,18,4,1
user_212,2025-11-11,0,16.8,5,0
user_212,2025-11-12,1,30,4,0
user_212,2025-11-13,0,22.2,3,0
user_212,2025-11-14,0,27.3,5,0
user_212,2025-11-15,1,40.2,6,0
user_212,2025-11-16,1,35,6,1
user_212,2025-11-17,1,26.3,8,0
user_212,2025-11-18,0,30.9,8,0
user_212,2025-11-19,3,36.1,3,0
user_212,2025-11-20,1,34.5,6,0
user_212,2025-11-21,1,27.9,5,0
user_212,2025-11-22,2,26.5,6,0
user_212,2025-11-23,1,26.9,10,0
user_212,2025-11-24,2,38.8,7,0
user_212,2025-11-25,3,28.1,5,0
user_212,2025-11-26,0,25.1,3,0
user_212,2025-11-27,0,32.2,7,0
user_212,2025-11-28,2,12.3,9,0
user_212,2025-11-29,1,28.4,6,0
user_212,2025-11-30,1,10.8,2,0
user_212,2025-12-01,1,24.5,2,0
user_212,2025-12-02,0,17.9,4,0
user_212,2025-12-03,0,13.2,4,0
user_212,2025-12-04,1,21.8,1,0
user_212,2025-12-05,1,18.3,3,0
user_212,2025-12-06,1,17.1,3,0
user_212,2025-12-07,1,15.2,0,0
user_212,2025-12-08,0,8.8,1,0
user_212,2025-12-09,1,12,3,0
user_212,2025-12-10,1,18.3,2,0
user_212,2025-12-11,1,15.5,3,0
user_212,2025-12-12,0,10,1,0
user_212,2025-12-13,0,24.4,1,0
user_212,2025-12-14,0,8.6,0,0
user_212,2025-12-15,0,10.2,0,0
user_212,2025-12-16,0,10.9,4,0
user_212,2025-12-17,2,14.1,3,0
user_212,2025-12-18,1,7.7,0,0
user_212,2025-12-19,0,13.6,4,0
user_212,2025-12-20,0,14.5,1,0
user_212,2025-12-21,0,0.4,5,0
user_212,2025-12-22,1,0,0,0
user_212,2025-12-23,0,12.5,3,0
user_212,2025-12-24,0,10.3,3,0
user_212,2025-12-25,0,13.6,2,0
user_212,2025-12-26,0,9.3,1,0
user_212,2025-12-27,1,9.7,3,0
user_212,2025-12-28,1,3.6,1,0
user_212,2025-12-29,0,12,0,0
user_212,2025-12-30,0,13,2,0
user_213,2025-11-01,0,37.9,8,0
user_213,2025-11-02,2,43.5,11,0
user_213,2025-11-03,2,48.3,10,0
user_213,2025-11-04,4,46,9,0
user_213,2025-11-05,1,45.6,10,0
user_213,2025-11-06,3,42.4,10,1
user_213,2025-11-07,1,40.3,9,0
user_213,2025-11-08,2,42.3,7,0
user_213,2025-11-09,1,36.4,9,0
user_213,2025-11-10,0,36.2,9,0
user_213,2025-11-11,3,50.6,13,0
user_213,2025-11-12,4,47.8,10,0
user_213,2025-11-13,2,48,11,1
user_213,2025-11-14,0,58.2,12,0
user_213,2025-11-15,6,49.1,12,0
user_213,2025-11-16,2,58.1,11,0
user_213,2025-11-17,0,44.3,6,0
user_213,2025-11-18,0,47.9,13,1
user_213,2025-11-19,2,45.6,8,0
user_213,2025-11-20,3,47.9,11,0
user_213,2025-11-21,0,41.7,9,1
user_213,2025-11-22,3,46.4,9,0
user_213,2025-11-23,0,44,5,0
user_213,2025-11-24,1,39,7,0
user_213,2025-11-25,0,44.5,9,0
user_213,2025-11-26,5,27,6,0
user_213,2025-11-27,1,26.9,8,0
user_213,2025-11-28,1,24.7,5,0
user_213,2025-11-29,2,32.2,8,0
user_213,2025-11-30,0,41.9,7,0
user_213,2025-12-01,1,25.1,4,0
user_213,2025-12-02,1,30.6,7,0
user_213,2025-12-03,1,14.8,5,0
user_213,2025-12-04,0,29.7,7,0
user_213,2025-12-05,0,30.5,6,0
user_213,2025-12-06,0,29.7,2,0
user_213,2025-12-07,0,26.2,4,0
user_213,2025-12-08,0,25.6,0,0
user_213,2025-12-09,1,26.1,6,0
user_213,2025-12-10,0,16.3,6,0
user_213,2025-12-11,1,22.6,2,0
user_213,2025-12-12,2,26.2,6,0
user_213,2025-12-13,1,18.2,7,0
user_213,2025-12-14,0,27.8,4,1
user_213,2025-12-15,0,26.1,5,0
user_213,2025-12-16,1,25.5,5,0
user_213,2025-12-17,2,27.6,5,0
user_213,2025-12-18,1,21,3,0
user_213,2025-12-19,0,18.3,5,0
user_213,2025-12-20,0,20.3,2,0
user_213,2025-12-21,2,20.9,5,0
user_213,2025-12-22,0,12,3,0
user_213,2025-12-23,1,17.4,3,0
user_213,2025-12-24,1,21.9,6,0
